farm_code,region,date,elevation_m,order,family,tribe,genus,species,codsp,common_name,abundance
87,Valle Central,2021-03-26T00:00:00Z,986,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",11
87,Valle Central,2021-03-26T00:00:00Z,986,Hymenoptera,Apidae,Meliponini,Trigonisca,pipioli,TRIPIP,Chupa ojos,1
87,Valle Central,2021-03-26T00:00:00Z,986,Hymenoptera,Halictidae,Unknown,Unknown,unknown,HLCSPP,Unknown,1
88,Valle Central,2021-04-05T00:00:00Z,1475,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",11
88,Valle Central,2021-04-05T00:00:00Z,1475,Hymenoptera,Apidae,Meliponini,Geotrigona,lutzi,GEOLUT,Abeja de tierra,3
88,Valle Central,2021-04-05T00:00:00Z,1475,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",2
88,Valle Central,2021-04-05T00:00:00Z,1475,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",1
89,Valle Central,2021-04-06T00:00:00Z,1474,Hymenoptera,Apidae,Meliponini,Geotrigona,lutzi,GEOLUT,Abeja de tierra,1
89,Valle Central,2021-04-06T00:00:00Z,1474,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",1
89,Valle Central,2021-04-06T00:00:00Z,1474,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",2
89,Valle Central,2021-04-06T00:00:00Z,1474,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",19
90,Valle Central,2021-04-19T00:00:00Z,1087,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",10
90,Valle Central,2021-04-19T00:00:00Z,1087,Hymenoptera,Apidae,Centridini,Centris,unknown,CENSPP,Unknown,2
90,Valle Central,2021-04-19T00:00:00Z,1087,Hymenoptera,Apidae,Meliponini,Geotrigona,lutzi,GEOLUT,Abeja de tierra,5
90,Valle Central,2021-04-19T00:00:00Z,1087,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",3
90,Valle Central,2021-04-19T00:00:00Z,1087,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",4
90,Valle Central,2021-04-19T00:00:00Z,1087,Hymenoptera,Apidae,Xylocopini,Xylocopa,unknown,XYLSPP,"Chiquizá, carpintera",1
90,Valle Central,2021-04-19T00:00:00Z,1087,Hymenoptera,Halictidae,Unknown,Unknown,unknown,HLCSPP,Unknown,1
91,Valle Occidental,2021-04-19T00:00:00Z,1078,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",24
91,Valle Occidental,2021-04-19T00:00:00Z,1078,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",1
91,Valle Occidental,2021-04-19T00:00:00Z,1078,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",3
92,Valle Occidental,2021-04-20T00:00:00Z,1090,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",3
92,Valle Occidental,2021-04-20T00:00:00Z,1090,Hymenoptera,Apidae,Meliponini,Trigona,fulviventris,TRIFUL,"Culo de buey, culo de señora",1
93,Valle Occidental,2021-04-20T00:00:00Z,1106,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",3
93,Valle Occidental,2021-04-20T00:00:00Z,1106,Hymenoptera,Apidae,Meliponini,Geotrigona,lutzi,GEOLUT,Abeja de tierra,1
93,Valle Occidental,2021-04-20T00:00:00Z,1106,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",1
93,Valle Occidental,2021-04-20T00:00:00Z,1106,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",4
94,Valle Occidental,2021-04-21T00:00:00Z,1510,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",14
94,Valle Occidental,2021-04-21T00:00:00Z,1510,Hymenoptera,Apidae,Meliponini,Geotrigona,lutzi,GEOLUT,Abeja de tierra,2
94,Valle Occidental,2021-04-21T00:00:00Z,1510,Hymenoptera,Apidae,Meliponini,Melipona,costaricensis,MELCOS,"Jicote barcino, ocular",1
94,Valle Occidental,2021-04-21T00:00:00Z,1510,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",1
94,Valle Occidental,2021-04-21T00:00:00Z,1510,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",4
95,Valle Occidental,2021-04-22T00:00:00Z,1439,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",8
95,Valle Occidental,2021-04-22T00:00:00Z,1439,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",6
95,Valle Occidental,2021-04-22T00:00:00Z,1439,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",6
95,Valle Occidental,2021-04-22T00:00:00Z,1439,Hymenoptera,Apidae,Meliponini,Trigona,fulviventris,TRIFUL,"Culo de buey, culo de señora",1
97,Valle Occidental,2021-04-16T00:00:00Z,998,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",24
97,Valle Occidental,2021-04-16T00:00:00Z,998,Hymenoptera,Apidae,Exomalopsini,Exomalopsis,unknown,EXOSPP,Unknown,1
97,Valle Occidental,2021-04-16T00:00:00Z,998,Hymenoptera,Apidae,Meliponini,Geotrigona,lutzi,GEOLUT,Abeja de tierra,1
97,Valle Occidental,2021-04-16T00:00:00Z,998,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",1
97,Valle Occidental,2021-04-16T00:00:00Z,998,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",4
97,Valle Occidental,2021-04-16T00:00:00Z,998,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",2
97,Valle Occidental,2021-04-16T00:00:00Z,998,Hymenoptera,Apidae,Xylocopini,Xylocopa,unknown,XYLSPP,"Chiquizá, carpintera",1
97,Valle Occidental,2021-04-16T00:00:00Z,998,Hymenoptera,Halictidae,Unknown,Unknown,unknown,HLCSPP,Unknown,2
98,Valle Occidental,2021-04-19T00:00:00Z,1116,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",30
98,Valle Occidental,2021-04-19T00:00:00Z,1116,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",1
98,Valle Occidental,2021-04-19T00:00:00Z,1116,Hymenoptera,Apidae,Xylocopini,Xylocopa,unknown,XYLSPP,"Chiquizá, carpintera",1
99,Valle Occidental,2021-04-22T00:00:00Z,1553,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",17
99,Valle Occidental,2021-04-22T00:00:00Z,1553,Hymenoptera,Apidae,Bombini,Bombus,melaleucus,BOMMEL,Chiquizá,1
99,Valle Occidental,2021-04-22T00:00:00Z,1553,Hymenoptera,Apidae,Exomalopsini,Exomalopsis,unknown,EXOSPP,Unknown,1
99,Valle Occidental,2021-04-22T00:00:00Z,1553,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",6
99,Valle Occidental,2021-04-22T00:00:00Z,1553,Hymenoptera,Apidae,Meliponini,Trigona,fulviventris,TRIFUL,"Culo de buey, culo de señora",2
99,Valle Occidental,2021-04-22T00:00:00Z,1553,Hymenoptera,Apidae,Xylocopini,Xylocopa,unknown,XYLSPP,"Chiquizá, carpintera",1
99,Valle Occidental,2021-04-22T00:00:00Z,1553,Hymenoptera,Halictidae,Unknown,Unknown,unknown,HLCSPP,Unknown,1
100,Valle Occidental,2021-04-22T00:00:00Z,1531,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",7
100,Valle Occidental,2021-04-22T00:00:00Z,1531,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",12
101,Valle Occidental,2021-04-15T00:00:00Z,1041,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",85
101,Valle Occidental,2021-04-15T00:00:00Z,1041,Hymenoptera,Apidae,Meliponini,Cephalotrigona,zexmeniae,CEPZEX,"Tamagá, tamagá amarillo",1
101,Valle Occidental,2021-04-15T00:00:00Z,1041,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",28
101,Valle Occidental,2021-04-15T00:00:00Z,1041,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",4
101,Valle Occidental,2021-04-15T00:00:00Z,1041,Hymenoptera,Apidae,Meliponini,Trigona,fulviventris,TRIFUL,"Culo de buey, culo de señora",1
101,Valle Occidental,2021-04-15T00:00:00Z,1041,Hymenoptera,Apidae,Xylocopini,Xylocopa,unknown,XYLSPP,"Chiquizá, carpintera",1
102,Valle Occidental,2021-04-16T00:00:00Z,1043,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",12
102,Valle Occidental,2021-04-16T00:00:00Z,1043,Hymenoptera,Apidae,Eucerini,Thygater,unknown,THYSPP,Unknown,1
102,Valle Occidental,2021-04-16T00:00:00Z,1043,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",5
102,Valle Occidental,2021-04-16T00:00:00Z,1043,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",8
102,Valle Occidental,2021-04-16T00:00:00Z,1043,Hymenoptera,Apidae,Meliponini,Trigona,nigerrima,TRINIG,"Atarrá, enredapelos",1
102,Valle Occidental,2021-04-16T00:00:00Z,1043,Hymenoptera,Halictidae,Unknown,Unknown,unknown,HLCSPP,Unknown,2
103,Valle Occidental,2021-04-19T00:00:00Z,1162,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",28
103,Valle Occidental,2021-04-19T00:00:00Z,1162,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",15
104,Valle Occidental,2021-05-13T00:00:00Z,1500,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",8
104,Valle Occidental,2021-05-13T00:00:00Z,1500,Hymenoptera,Apidae,Meliponini,Geotrigona,lutzi,GEOLUT,Abeja de tierra,1
104,Valle Occidental,2021-05-13T00:00:00Z,1500,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",4
104,Valle Occidental,2021-05-13T00:00:00Z,1500,Hymenoptera,Apidae,Meliponini,Trigona,fulviventris,TRIFUL,"Culo de buey, culo de señora",1
105,Valle Occidental,2021-04-21T00:00:00Z,1221,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",4
105,Valle Occidental,2021-04-21T00:00:00Z,1221,Hymenoptera,Apidae,Meliponini,Trigona,silvestriana,TRISIL,"Atarrá, arragre",1
105,Valle Occidental,2021-04-21T00:00:00Z,1221,Hymenoptera,Halictidae,Unknown,Unknown,unknown,HLCSPP,Unknown,1
106,Valle Occidental,2021-04-19T00:00:00Z,1094,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",5
106,Valle Occidental,2021-04-19T00:00:00Z,1094,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",3
107,Valle Occidental,2021-04-20T00:00:00Z,1144,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",4
107,Valle Occidental,2021-04-20T00:00:00Z,1144,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",2
108,Valle Occidental,2021-04-22T00:00:00Z,1504,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",12
108,Valle Occidental,2021-04-22T00:00:00Z,1504,Hymenoptera,Apidae,Meliponini,Geotrigona,lutzi,GEOLUT,Abeja de tierra,4
108,Valle Occidental,2021-04-22T00:00:00Z,1504,Hymenoptera,Apidae,Meliponini,Melipona,costaricensis,MELCOS,"Jicote barcino, ocular",1
108,Valle Occidental,2021-04-22T00:00:00Z,1504,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",2
108,Valle Occidental,2021-04-22T00:00:00Z,1504,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",1
108,Valle Occidental,2021-04-22T00:00:00Z,1504,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",2
108,Valle Occidental,2021-04-22T00:00:00Z,1504,Hymenoptera,Apidae,Meliponini,Trigona,fulviventris,TRIFUL,"Culo de buey, culo de señora",1
108,Valle Occidental,2021-04-22T00:00:00Z,1504,Hymenoptera,Halictidae,Unknown,Unknown,unknown,HLCSPP,Unknown,1
109,Valle Occidental,2021-04-15T00:00:00Z,908,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",26
109,Valle Occidental,2021-04-15T00:00:00Z,908,Hymenoptera,Apidae,Meliponini,Cephalotrigona,zexmeniae,CEPZEX,"Tamagá, tamagá amarillo",12
109,Valle Occidental,2021-04-15T00:00:00Z,908,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",2
110,Valle Occidental,2021-04-21T00:00:00Z,1232,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",1
111,Valle Occidental,2021-04-20T00:00:00Z,1094,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",10
111,Valle Occidental,2021-04-20T00:00:00Z,1094,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",7
112,Valle Occidental,2021-04-21T00:00:00Z,1238,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",11
112,Valle Occidental,2021-04-21T00:00:00Z,1238,Hymenoptera,Apidae,Exomalopsini,Exomalopsis,unknown,EXOSPP,Unknown,1
